age,gender,education_level,employment_status,monthly_income_usd,monthly_expenses_usd,savings_usd,loan_interest_rate_pct
38,1,1,1,3111.22,2289.84,262727.01,16.41
38,1,3,0,6593.52,2996.03,445466.51,18.48
63,1,3,0,1099.04,358.62,32563.59,24.72
38,0,1,3,4271.93,1882.84,270963.32,25.51
18,0,2,0,3453.09,1248.91,108501.96,29.07
40,0,2,0,3864.6,1537.8,139422.35,25.24
37,0,0,1,8070.88,6951.51,964505.12,3.74
35,0,2,1,6119.93,3847.2,364538.48,24.84
46,1,1,3,3209.6,2016.59,325066.74,26.48
42,0,0,0,2297.75,1690.76,228034.57,3.46
57,1,1,0,5687.71,3528.37,226406.77,16.97
51,1,0,0,5032.24,2510.77,162413.52,21.3
40,1,0,0,6446.8,4697.37,570788.43,22.19
67,1,0,3,4401.97,3551.8,319761.65,3.48
33,0,0,0,3911.35,1478.65,287015.8,27.69
22,1,4,0,4171.99,3102.61,343345.82,24.98
65,0,0,0,4729.98,2846.27,237427.59,26.12
60,0,0,3,5453.37,3038.81,329607.73,5.34
41,0,0,3,2828.99,1259.34,314136.47,14.27
57,0,2,1,550.69,180.29,5273.05,9.08
23,0,3,0,8108.2,6040.27,655504.05,23.13
69,1,0,3,3590.5,2326.59,89349.53,26.04
50,0,0,1,4824.84,3521.77,198977.6,11.67
51,0,0,3,4531.86,2383.57,391026.64,27.48
45,0,2,0,5873.43,3511.36,347158.24,10.09
28,0,0,2,3608.94,2593.19,247044.24,20.98
49,0,2,0,6493.94,3921.9,36853.04,25.13
29,1,4,1,4189.02,2966.16,329906.42,21.09
40,0,2,0,2304.17,712.01,9768.54,19.09
20,0,0,0,3978.85,3201.83,52367.85,26.34
47,0,2,1,4558.81,4075.03,429450.33,15.68
49,1,0,0,4875.08,2706.71,413674.5,7.35
33,0,2,0,4603.65,1558.26,380737.18,26.87
62,1,4,0,3212.61,2381.4,144479.48,6.54
37,0,2,2,4255.61,2764.65,121993.21,11.13
24,1,1,2,1934.51,1487.21,20834.87,13.06
35,1,4,1,5509.92,4589.36,183083.72,23.06
26,0,0,1,3011.5,2543.21,4899.02,14.62
24,0,2,1,8256.79,3595.3,428970.83,25.91
48,0,3,1,2746.99,861.01,87610.48,27.68
45,1,2,2,2515.59,1266.66,170014.1,15.65
28,1,3,2,500.0,273.13,34089.01,14.14
35,0,0,0,4275.63,1667.32,108631.52,9.16
40,1,0,1,3532.4,2313.02,37641.37,5.21
25,0,3,1,5117.65,3557.44,374390.38,11.39
29,1,2,3,6004.74,3373.42,278668.17,17.68
24,1,2,0,4365.25,3243.51,25174.47,12.57
66,1,2,0,4431.92,2174.8,216054.37,7.59
42,0,0,2,5748.2,3486.28,487380.0,15.81
54,1,0,0,1670.71,1342.97,155220.2,24.17
32,0,2,0,5202.36,4573.47,342124.34,13.05
68,1,2,0,2425.5,1618.07,143781.02,18.46
21,1,0,0,6190.51,1949.5,164866.14,10.63
45,0,2,0,1052.51,842.95,101798.17,24.9
30,0,0,3,9498.9,3122.89,561919.75,28.23
45,1,0,0,7616.65,4183.88,345272.19,20.69
67,1,1,0,1989.27,1720.78,45346.68,26.58
30,0,0,0,6010.23,4156.87,548273.34,13.9
67,0,2,0,3966.88,1979.65,45763.47,11.62
34,0,2,0,6888.11,2089.42,786065.85,22.71
59,0,1,0,2390.74,1496.71,165929.58,9.01
30,0,1,0,4605.05,2011.07,77548.62,16.6
64,1,2,1,1890.89,1003.29,60397.11,29.92
45,0,0,1,2893.51,1404.12,81558.69,6.82
58,1,4,0,4665.06,3752.96,150399.3,15.91
44,1,2,1,4443.25,2178.21,256793.51,10.3
25,1,0,0,3894.18,3014.68,416418.6,21.52
45,1,2,0,7289.8,5113.13,353984.15,20.94
21,1,3,2,4877.29,2746.1,555745.0,9.91
63,1,1,2,3185.02,2157.39,266297.8,19.77
50,0,0,0,8905.75,3600.23,655313.7,18.71
50,1,0,0,4951.62,2925.41,283303.31,22.46
39,1,2,0,4301.72,3778.26,374393.0,21.0
20,0,0,0,1483.68,545.63,90916.08,14.12
30,1,3,1,4283.51,1842.86,493589.54,29.77
62,1,0,1,3346.85,2372.42,365882.54,14.23
63,1,1,1,5396.12,2467.87,87321.62,6.36
66,1,2,3,2375.75,842.57,206633.34,18.55
42,1,1,0,500.0,150.6,50023.28,10.09
23,1,2,2,3228.75,1448.3,63443.73,23.88
33,0,2,0,3517.58,2762.98,171263.13,14.95
65,0,2,0,3804.6,2420.42,135149.05,3.59
36,0,0,0,6062.68,3984.34,395121.9,15.88
58,0,3,3,1940.01,1138.68,110004.04,23.99
36,1,2,0,2880.18,2327.2,68872.65,8.66
46,1,1,0,3961.47,2622.95,137630.05,8.69
21,1,3,3,7040.21,4822.33,449389.55,8.2
58,0,0,0,4855.37,3009.93,555924.61,9.31
32,0,0,0,4003.62,2474.49,367026.43,20.12
65,0,1,1,4704.42,4205.32,178244.21,26.57
52,1,1,0,500.0,206.53,30659.81,13.94
42,0,3,1,3706.33,2963.6,115341.18,24.95
58,1,2,1,4272.56,2013.08,187729.12,16.03
25,1,2,3,5416.1,4737.78,330294.78,25.23
33,0,0,1,3182.2,2038.73,51472.64,15.77
21,0,0,0,3313.77,2367.04,177932.61,29.6
51,0,0,0,4194.54,2124.78,268728.47,18.43
46,1,2,0,4104.79,1349.74,116182.24,10.84
19,1,0,1,2748.22,1823.59,220090.22,23.84
21,0,0,0,5890.1,4375.35,193582.64,6.87
69,1,0,1,6085.45,4091.21,463965.02,18.99
43,1,0,1,2017.1,1236.04,110473.88,11.72
21,1,0,0,2776.15,1761.52,164780.98,6.01
51,1,0,1,4709.51,3459.14,514278.26,8.86
55,0,0,0,8862.19,7532.68,613201.06,22.97
33,1,0,1,4347.25,2715.78,322973.14,18.12
53,0,0,1,6281.43,5520.44,214176.75,25.21
37,1,0,0,3128.26,947.99,120491.53,12.71
46,1,2,0,4084.92,3228.28,320131.51,27.45
34,2,2,0,2244.18,710.96,246246.55,21.63
29,0,0,1,4388.32,3075.52,351812.26,3.32
20,0,2,0,3467.1,1619.88,394601.07,17.9
41,1,1,0,4788.28,4304.37,361798.49,14.64
36,0,0,0,8004.7,5551.75,266900.01,16.52
34,0,2,0,5679.73,4472.86,490731.83,16.7
24,1,2,0,5171.72,3648.34,534420.56,9.67
28,1,2,0,6896.1,2443.93,16676.9,26.49
36,1,1,2,6610.22,5755.0,190464.89,25.71
62,0,1,0,4389.23,3482.65,525838.78,26.51
19,0,0,0,5949.61,1969.5,490191.99,26.23
46,1,0,0,4586.52,1630.84,332361.95,16.26
29,0,1,0,7655.38,5134.47,831962.04,9.93
49,1,0,0,2132.17,1010.98,205602.14,11.84
41,1,1,2,2918.47,1172.48,178177.44,10.17
49,0,0,2,2691.08,2371.64,309975.11,3.88
29,1,0,3,4696.9,4016.72,507667.98,20.07
69,0,2,0,2144.87,1045.07,100226.3,22.95
42,0,0,1,2345.13,1819.48,115170.74,5.12
42,0,3,0,5248.4,4471.41,82627.96,10.39
30,0,0,0,4180.58,1853.53,335397.97,3.26
57,1,2,0,736.14,287.59,32960.43,15.39
62,1,1,0,4520.58,3600.11,278007.04,3.2
48,0,0,2,3076.67,2140.92,23787.46,14.24
44,0,0,0,5638.99,3075.92,292935.08,9.12
25,1,3,0,897.03,346.6,69888.39,6.57
29,1,1,0,5880.19,5060.4,242967.98,21.25
35,0,0,0,2017.84,696.04,222852.33,26.41
59,2,2,0,4035.64,1534.9,145465.65,27.33
48,1,1,0,4119.17,1687.84,326855.12,4.29
58,0,2,0,3599.12,1967.83,51279.6,4.38
27,1,1,0,2076.55,1630.01,114533.94,15.15
67,0,2,0,500.0,304.91,29791.97,10.36
49,0,2,0,5753.26,2818.06,418750.01,9.94
23,1,1,1,3714.49,2400.87,143090.83,26.05
34,0,4,1,2501.09,1349.16,16592.71,14.13
68,0,3,0,4775.0,2144.33,320000.62,12.76
52,2,2,1,6835.11,3935.71,67050.32,26.28
21,1,1,1,2845.49,2553.12,288723.08,17.51
61,1,0,0,3857.97,2471.65,291037.09,7.41
51,0,1,0,1107.22,875.1,114018.53,19.53
22,0,0,1,5987.38,2677.68,633956.01,22.01
45,0,1,0,3768.13,2680.04,49554.33,5.88
66,0,2,0,2702.98,1172.09,85889.07,24.3
37,0,1,0,4693.35,3820.01,490854.73,22.79
40,0,2,0,1777.78,792.56,13792.65,17.52
24,0,1,1,6175.27,4065.05,362035.84,18.92
18,1,0,1,7626.75,4633.42,680017.76,15.08
49,1,2,2,4974.24,2095.85,461676.78,4.2
65,1,0,1,5158.83,3236.87,120650.93,23.38
65,0,2,1,7290.23,3113.8,24642.71,3.42
29,0,4,0,6386.63,3908.86,269010.76,4.62
28,0,2,3,6769.07,5010.52,146507.13,15.34
34,0,2,0,4023.91,3512.98,57076.2,3.72
39,0,0,0,3365.86,2353.3,100280.88,19.11
22,0,0,0,4372.46,2781.85,424451.41,26.32
33,1,0,1,2724.12,1425.49,255114.49,18.27
50,0,2,1,3752.52,3277.79,440327.27,14.18
50,0,0,0,5104.76,2114.49,612254.74,12.86
60,0,0,3,4840.74,3950.21,423614.53,23.36
33,0,0,0,500.0,165.17,41169.3,9.23
39,0,1,0,7796.44,2616.73,831039.74,10.57
34,1,2,0,4567.28,3424.24,83179.21,3.13
48,0,1,2,6849.38,4122.3,130944.02,24.24
32,0,2,2,8178.58,6528.85,174477.34,4.46
33,0,1,0,3126.27,1739.0,328077.01,12.2
24,2,2,0,3747.5,1210.19,44761.57,26.31
48,0,2,0,2409.93,1501.85,159245.18,20.6
33,0,0,0,3136.63,1349.48,297289.5,9.02
46,2,0,0,4356.62,2702.78,514916.57,19.91
30,0,3,2,7050.23,2667.48,406444.63,26.75
31,1,0,0,3534.45,2474.48,237353.41,6.2
57,1,0,0,2678.19,1469.56,100985.9,20.05
29,1,0,1,3377.17,2466.98,254785.68,6.12
56,0,2,0,1564.92,769.1,166259.07,8.24
45,1,0,1,5992.61,3049.79,608212.48,20.44
45,1,3,0,5255.79,3671.68,25000.98,23.37
59,1,2,1,3791.03,2969.3,71994.48,12.09
26,0,0,3,5315.13,4717.57,85830.7,24.71
37,0,1,0,2691.12,1892.37,318547.81,9.12
21,1,0,0,3030.77,920.42,136725.07,28.96
61,1,4,0,9668.79,7621.03,1052564.48,26.2
29,0,0,0,4313.34,3242.21,326560.09,4.28
42,2,0,1,4133.43,2123.31,276455.5,20.26
26,1,1,0,3707.72,3102.39,232833.22,11.8
60,0,0,0,4036.67,2723.33,226527.18,12.21
47,0,0,2,605.78,338.11,38286.14,15.31
69,0,1,0,3577.75,2176.09,190228.93,14.02
42,1,2,0,6035.26,2212.11,266618.47,9.1
44,1,0,1,5351.53,2793.54,139717.99,25.41
51,1,0,0,5033.83,2739.74,577372.39,29.67
56,0,1,2,4338.78,2487.44,274255.66,26.17
69,0,0,0,5497.44,3328.91,604149.57,21.57
20,1,0,0,2480.6,1055.13,70623.24,24.14
20,0,0,0,3889.59,1716.32,303642.1,25.78
59,1,2,0,2887.61,879.83,209950.5,5.68
20,1,2,1,500.0,314.69,5341.92,23.0
31,0,2,3,3662.24,2739.6,280587.35,23.81
59,0,2,1,507.04,350.73,25787.18,26.52
42,1,2,0,1995.96,1336.78,21444.7,11.27
18,1,0,0,3961.75,1420.49,213804.68,21.35
50,0,0,0,3612.67,1173.36,110518.13,13.98
32,1,0,2,6207.3,2400.06,725684.57,6.81
49,0,2,1,1272.94,775.46,96466.8,19.6
24,0,2,1,4174.41,1515.13,320121.5,19.13
24,1,0,3,6557.15,4655.01,107510.84,11.2
36,0,2,0,3793.42,1386.81,89214.44,9.13
23,1,1,2,6373.14,4740.88,641280.4,25.39
27,0,0,1,5443.05,2069.09,401390.03,16.4
40,1,0,0,4253.58,3753.77,108272.23,3.42
38,0,0,0,2362.85,1956.09,152053.71,17.27
30,0,1,1,500.0,358.27,28105.47,27.16
33,0,2,0,2006.71,856.53,43259.36,19.05
39,0,3,0,6221.67,3817.66,112531.62,8.81
69,1,0,0,803.6,365.12,24276.1,27.01
34,1,0,0,4287.14,3399.5,185385.09,10.12
37,0,2,1,3608.49,2799.14,258141.34,19.55
23,1,4,0,1152.47,347.85,103996.49,17.96
57,1,0,0,2673.93,1994.6,254588.02,18.06
50,0,2,0,3270.88,1857.06,242070.31,8.63
41,1,0,1,2984.52,1205.03,233165.57,22.52
49,0,1,3,4760.14,2809.72,143125.56,26.97
25,1,3,2,2030.3,1593.69,32574.37,29.28
58,0,0,3,6232.55,2664.18,322301.4,19.44
40,0,2,0,4664.19,3599.76,326629.92,29.52
60,1,0,0,7054.75,5930.71,612623.86,24.29
37,0,2,0,3520.67,1731.22,142311.08,25.1
32,0,0,1,3550.83,1261.51,161450.64,17.82
57,0,2,1,500.0,427.38,18369.83,27.59
25,2,0,3,8313.32,5980.96,521277.58,23.0
53,0,2,0,5236.07,4080.43,257763.04,16.55
42,1,3,0,4726.09,2001.98,544934.74,17.03
47,0,0,0,3796.09,1580.65,10744.97,28.24
18,0,2,1,5402.12,1632.92,618622.46,20.83
23,2,0,0,500.0,267.09,33187.07,23.04
25,1,0,1,4510.68,2713.33,138158.82,17.55
33,0,0,0,4773.39,4276.89,99021.24,14.13
42,0,0,1,5119.73,2276.39,443564.36,6.45
29,0,0,3,1899.06,584.96,219479.95,21.35
33,0,1,1,3904.33,2736.31,118147.59,23.54
38,0,1,0,2898.2,2004.49,233906.66,18.64
26,1,1,0,5468.29,4576.42,255422.91,12.77
58,0,0,3,4080.95,2580.16,129835.72,18.57
63,1,1,0,6244.89,2662.75,449704.75,7.79
68,0,4,0,5982.72,4438.26,366913.16,26.55
19,0,2,0,3189.92,1476.42,372416.47,13.4
44,0,0,0,500.0,213.19,12144.3,29.04
49,0,1,0,3451.61,2101.03,404567.45,29.57
62,1,1,1,2366.92,1853.11,267319.78,16.75
22,0,0,1,4536.07,2186.29,526350.96,5.17
35,0,3,0,500.0,271.79,36273.44,24.67
34,0,3,0,4032.43,2165.07,256706.37,22.5
36,1,2,0,7678.83,6715.61,456642.6,6.48
39,1,2,0,4419.72,3343.58,232629.14,25.39
26,1,0,0,2157.0,1550.84,156671.76,18.05
44,0,1,0,1850.98,1171.93,59366.27,10.75
38,1,0,0,2784.76,1919.02,32887.27,6.92
55,1,4,0,4614.38,3050.37,51705.33,11.2
22,0,2,2,2176.08,1619.65,191899.44,13.57
19,1,0,0,3837.58,2551.03,446578.46,26.57
48,1,0,0,5831.46,5069.89,22593.65,6.68
44,0,1,0,1289.55,861.86,140007.77,23.88
39,1,1,0,4764.78,3969.84,108852.6,27.02
41,1,0,0,4520.54,3185.68,131975.32,20.64
25,1,0,0,4244.14,2746.09,418733.98,20.71
38,0,2,3,5033.64,3500.88,488395.93,11.04
19,1,0,3,4038.02,1660.17,474128.12,25.39
60,0,1,0,3070.91,2000.42,280908.14,6.52
32,0,1,1,2578.95,1036.44,228443.25,16.89
64,1,2,0,1461.08,768.78,8342.94,3.37
37,1,0,1,6225.51,3914.79,528332.32,22.39
46,1,1,0,6485.78,2546.61,298458.36,18.14
45,0,0,0,4962.95,2349.41,239220.91,22.48
40,1,2,0,1261.11,839.95,128917.54,25.88
57,0,2,0,5663.68,3798.16,462885.32,17.24
58,0,0,0,2315.05,1613.65,105362.87,17.19
54,0,4,0,3094.13,1577.55,104890.76,20.59
42,0,2,0,2947.18,985.92,318018.69,14.64
18,0,1,0,1532.35,805.82,44501.83,23.13
37,1,2,0,3760.26,2568.38,242100.44,5.76
47,0,1,1,5687.8,3908.02,484331.5,24.96
33,2,2,0,4796.54,2707.72,125353.4,14.09
25,0,2,1,1743.32,787.7,34039.56,5.8
43,0,0,0,4192.73,1451.53,72868.67,13.69
62,1,1,0,3142.3,2547.38,302351.59,8.24
45,2,3,0,3557.19,1118.52,256793.82,19.8
59,0,0,0,5755.88,2988.37,263900.29,6.75
40,1,2,0,5871.08,2237.59,577420.71,21.02
51,0,0,0,4294.32,2056.03,112579.46,18.7
48,1,0,3,4063.83,2613.48,190931.65,6.16
33,1,2,3,500.0,325.03,18231.85,23.54
55,1,0,0,3926.94,2089.53,294464.28,19.27
40,0,0,1,4124.92,2622.15,391575.85,5.67
48,1,1,1,4087.95,3365.27,178111.27,20.1
63,1,4,3,4035.37,3116.75,23137.35,22.99
56,0,3,0,762.92,626.65,34410.47,26.05
23,0,0,3,2380.33,1240.23,231962.84,6.51
21,0,0,0,882.52,779.03,43873.12,4.04
23,0,0,1,2739.0,1591.89,245714.22,24.95
53,1,2,1,3913.37,3162.18,405563.22,16.8
54,0,3,0,2495.21,1403.84,208708.54,10.22
62,1,4,1,6088.8,2378.5,531112.93,4.75
26,0,2,0,5313.2,3212.61,551514.87,26.25
38,0,1,2,3441.82,2616.44,269184.65,27.65
44,0,0,0,4968.63,4136.17,562971.7,14.44
18,0,0,0,4787.74,3997.18,231985.34,9.0
29,0,0,2,1571.44,1110.94,140236.92,10.52
54,0,0,0,2448.38,1377.88,256888.53,11.45
38,1,0,0,1099.8,576.53,93872.72,24.48
41,0,0,1,1454.19,545.94,11790.24,11.5
34,0,2,0,7055.92,5294.47,281413.06,28.61
19,0,0,0,5487.27,2865.54,531178.9,8.44
64,0,0,0,6713.88,4551.01,485504.69,25.77
36,1,2,3,4350.43,2300.04,201779.35,8.73
30,1,1,2,5223.74,1987.77,587581.95,14.11
38,1,0,0,3277.46,2181.05,36800.46,9.51
52,0,0,1,4650.8,3287.4,20805.52,22.91
57,1,0,0,3713.15,2450.78,442807.3,17.43
20,0,1,1,1851.47,1526.05,100388.96,4.84
44,0,2,3,4077.73,1265.11,218805.37,15.64
66,0,0,0,3222.25,1487.0,122002.9,21.96
48,0,0,3,1124.86,555.29,54411.39,24.71
19,0,1,3,4461.88,3378.75,403540.13,18.29
56,0,1,2,5050.95,3583.08,522419.56,6.99
64,0,1,2,3760.61,2892.17,34817.59,23.08
50,0,0,0,7480.76,2688.64,708061.49,21.97
31,2,2,0,4318.33,1775.07,203886.96,15.42
46,1,3,0,2433.12,1835.17,158305.27,24.19
62,0,0,0,5207.32,4346.5,104300.7,4.91
39,0,0,0,4062.31,1564.2,147034.93,6.77
24,1,1,0,3728.85,1465.77,161170.29,6.99
19,0,2,0,2105.37,1063.92,30869.3,28.17
26,0,4,2,3862.84,1666.25,309038.53,19.97
44,0,2,0,5126.55,1544.58,474132.29,26.9
37,2,2,0,3498.83,2024.7,31353.93,12.7
25,1,1,0,5037.45,2427.55,290361.95,7.63
44,1,4,0,4547.98,3798.19,410595.43,26.9
65,1,1,1,1595.88,927.74,31438.63,12.13
39,0,2,0,2625.97,1230.64,143810.61,11.02
61,0,1,1,5548.07,4141.27,390813.22,25.67
26,1,0,0,6515.07,4139.97,109588.43,9.02
28,0,4,1,6882.09,3920.99,607210.34,12.14
48,1,1,0,500.0,172.13,44356.45,15.98
64,1,0,0,7605.96,5703.53,53277.33,20.15
67,1,3,3,4545.37,3863.02,375241.49,4.43
62,1,2,0,2335.67,1809.57,272987.48,20.3
43,0,1,0,9030.51,6681.3,967058.11,4.29
63,0,2,0,4546.21,3703.38,262020.63,5.21
56,0,1,0,5011.31,2356.46,298653.8,18.38
43,0,0,2,4911.51,4232.35,429207.68,16.86
38,1,4,2,5737.55,2321.05,30002.8,14.53
51,0,0,0,2066.34,855.89,154754.18,15.31
37,2,0,0,3230.82,2458.59,169357.58,17.45
48,0,2,0,4005.72,2302.22,291561.96,11.7
45,1,2,3,5184.93,4199.72,543912.96,6.91
30,1,2,0,4579.95,2993.11,9865.18,27.74
69,1,2,1,2159.27,1237.84,159226.91,26.66
62,1,2,2,1824.42,982.84,49224.37,12.37
32,1,4,0,5244.87,3602.77,413274.28,18.66
24,2,0,0,4813.63,2628.78,183907.58,11.63
55,0,2,0,2283.06,1460.8,200371.3,26.35
67,0,0,1,5175.64,4457.43,521791.35,11.75
37,1,2,1,2783.85,2397.4,156442.89,4.15
43,0,1,2,2299.85,1759.92,190750.86,6.16
67,0,0,2,4436.22,2574.48,96546.8,4.51
18,1,0,0,4087.95,1501.27,91486.18,7.59
59,1,2,2,4043.36,1276.8,434740.13,4.47
62,0,2,0,4763.28,2118.21,147796.52,18.13
44,1,0,0,4822.87,2939.31,89975.13,18.04
22,1,2,1,2735.73,1492.23,185272.7,8.99
68,0,0,3,500.0,333.41,17562.9,21.49
40,1,0,0,4287.29,3512.32,387093.54,6.95
42,1,0,0,4092.96,1852.75,58759.8,16.35
19,0,0,1,4936.03,2972.35,54838.11,23.24
30,1,0,0,500.0,324.48,38498.02,26.16
48,1,1,0,4602.59,1699.34,399109.48,25.28
38,1,0,1,5147.27,2924.6,246405.5,4.5
59,1,3,0,1017.21,724.97,85654.45,20.89
24,1,2,0,4232.58,3649.22,214334.3,10.72
25,1,2,0,2179.08,1635.27,17399.78,15.7
53,1,0,0,5842.28,3362.44,359170.91,5.42
28,0,0,0,3900.59,2279.94,38977.77,6.91
47,0,0,1,8534.14,7206.57,1008168.49,27.51
34,0,3,0,1424.64,1044.81,21679.69,20.71
33,1,0,0,4355.26,3845.24,161818.61,14.17
66,2,2,0,5278.22,1636.98,260351.07,27.51
25,1,0,0,3461.49,1773.18,136443.26,6.46
49,2,0,0,3823.37,1683.68,193167.13,5.08
37,1,4,2,7962.11,6266.42,907045.07,18.12
52,1,0,0,3297.25,2013.22,255360.7,12.23
37,0,0,0,3353.32,1697.66,218231.94,4.31
66,1,0,0,3633.88,2816.2,371576.98,13.98
58,0,0,0,2631.33,1151.52,54888.62,22.23
37,1,2,1,8844.37,5532.11,379186.2,15.86
57,2,0,0,5406.25,2791.87,97180.01,28.36
56,1,0,0,887.12,390.32,78812.73,26.16
20,0,1,3,4870.05,3595.15,95659.14,29.9
28,0,1,2,574.37,431.45,19667.59,13.19
43,0,2,0,1521.77,908.22,103725.47,3.16
51,0,0,0,2611.99,1737.34,295733.18,3.26
43,1,3,0,1239.3,477.6,128229.61,8.41
33,0,2,0,1933.93,1580.56,105695.89,21.46
68,1,2,1,3615.03,2748.95,54736.38,7.57
62,0,4,1,3526.69,2258.75,294807.71,19.48
56,0,2,0,5921.39,1890.51,452848.06,10.69
29,0,1,0,2009.32,1614.15,48878.89,21.65
48,0,0,0,4562.77,3067.33,544784.82,15.54
24,0,1,0,625.09,334.24,31579.07,19.72
62,0,0,2,500.0,232.78,59318.24,16.99
50,1,0,0,5889.53,2110.93,416090.98,12.37
60,1,0,0,5870.9,2072.23,339860.46,5.99
29,0,3,0,7022.9,3920.66,573538.74,23.38
59,0,0,0,4312.08,1822.51,337302.28,27.52
22,0,0,0,3545.45,2524.35,299486.29,14.68
50,1,3,0,4310.91,1357.68,29932.68,17.9
66,1,0,2,6161.86,4892.02,617113.77,18.7
34,1,1,0,1408.91,948.64,95461.26,20.69
65,1,2,1,3003.88,1741.33,33234.23,3.77
45,1,0,1,1679.86,762.23,78235.7,9.84
56,1,2,3,4320.14,1839.66,180215.2,10.49
65,1,0,0,1836.63,828.81,150702.1,15.75
63,1,2,0,7044.09,3552.16,124840.12,4.64
60,1,1,0,4935.6,2915.79,136370.62,23.76
50,0,1,0,3811.38,1837.81,365634.37,17.04
42,0,0,1,4106.85,1699.08,474015.59,8.99
63,1,2,0,3941.37,2274.18,318953.39,17.76
35,1,0,0,3859.66,1194.61,356222.97,15.82
55,0,2,1,3967.79,2212.15,124636.96,14.27
24,0,2,0,8123.77,6864.3,56328.79,20.32
39,1,2,1,8207.51,6780.75,527414.86,3.8
19,1,1,2,3817.72,2360.47,394410.9,5.7
64,0,4,0,2311.03,816.47,158747.25,8.99
22,0,0,1,3941.73,1712.93,74759.75,28.11
23,0,0,1,4841.97,4136.37,60669.1,21.13
48,1,0,0,1602.06,972.53,74292.26,29.25
61,0,1,1,3269.83,2613.53,366550.29,17.85
51,1,0,0,3684.42,1201.14,258849.58,24.64
58,1,4,2,701.25,338.18,64928.56,17.51
35,0,2,0,6674.93,5291.36,309390.38,10.79
20,1,1,0,2277.44,1951.34,248349.26,24.35
35,1,1,1,6282.34,4744.32,203666.24,12.95
53,1,0,0,1572.1,1036.71,164263.0,11.85
59,0,0,1,3734.27,1180.83,439851.0,21.15
27,0,2,1,6092.24,5008.0,703942.94,10.93
68,0,2,1,4054.92,2049.94,212605.11,27.3
66,1,2,0,1845.16,944.06,211479.35,24.29
48,1,2,0,4727.21,2010.71,319123.81,25.84
53,0,3,1,4102.6,2350.24,431361.56,19.56
37,0,1,0,7323.03,2318.82,411878.13,7.94
19,1,2,3,7419.97,3678.22,82325.56,6.45
53,1,3,2,4424.67,1690.73,367078.47,14.54
32,0,2,0,2143.45,1411.54,121729.9,7.39
69,1,0,0,3087.53,1845.79,5482.2,3.45
33,1,0,3,2450.13,778.6,250888.61,9.3
35,1,1,1,2708.42,2376.87,199430.37,27.48
29,0,0,1,3186.83,2320.39,216705.85,15.28
23,1,0,0,1832.68,1365.22,216223.78,4.75
68,0,1,0,5640.55,4828.19,430174.42,7.51
66,1,1,0,7917.65,5170.3,875584.7,25.28
51,0,2,3,3867.72,3430.44,343911.15,16.02
60,1,0,0,2294.58,1693.18,188165.54,23.5
52,0,0,0,3605.59,2794.48,141284.58,25.21
46,1,2,0,2766.16,2188.92,180798.09,9.54
26,0,4,3,8029.98,6694.56,441631.36,10.89
22,0,0,2,3068.75,2739.21,77598.11,27.54
47,0,2,0,3925.39,2262.65,333620.96,22.38
61,2,2,2,1241.18,449.06,28240.57,15.57
65,1,2,0,7944.06,4066.11,339530.63,7.25
28,1,2,3,2264.96,1660.63,69229.5,23.49
66,0,1,2,5143.17,3970.37,462345.29,26.76
67,1,2,0,3445.38,1527.1,188403.88,15.09
27,1,1,0,1665.98,1058.14,87149.17,26.18
30,1,0,1,2331.78,841.36,5626.32,13.33
32,1,2,1,3959.52,3014.79,402938.8,24.11
45,1,0,3,1497.44,511.57,179435.43,14.19
21,1,2,1,3789.85,2714.52,189818.2,6.07
31,1,2,1,4260.9,3198.53,156819.75,8.98
18,0,0,3,3574.95,2966.25,357885.23,28.97
45,0,1,0,5684.95,3417.2,626257.75,8.93
35,0,1,0,3877.66,2052.77,72709.45,21.09
31,0,0,0,6440.04,3035.23,117663.19,16.93
59,0,0,1,4112.11,2251.97,130946.21,24.29
61,0,0,3,3707.65,2180.04,172901.91,3.24
23,1,2,1,5061.47,1824.69,310077.3,26.73
39,1,1,0,1518.05,1360.06,87747.95,19.63
62,0,1,3,6640.15,3634.71,188981.32,3.31
29,1,0,3,4268.11,2209.72,187111.04,18.84
65,1,0,0,5304.36,2225.11,152788.79,4.61
60,0,4,1,5291.95,1817.69,82106.08,13.32
68,0,0,0,4320.86,3462.45,279363.11,7.11
30,0,0,1,6274.84,4526.02,478877.22,20.58
67,0,0,0,4002.32,2569.01,10944.33,7.57
57,0,0,0,500.0,344.03,7305.82,25.95
53,1,0,3,4012.6,1292.01,101381.44,24.26
31,0,2,0,5084.22,2178.45,584905.58,28.31
55,1,2,3,5209.62,2345.9,439035.87,20.86
46,1,0,2,3827.43,2321.14,374591.49,14.67
49,0,0,1,6536.25,2451.04,522383.62,14.52
28,0,2,0,4182.24,1327.11,428439.21,23.13
32,1,2,1,4978.6,1740.75,141599.87,23.82
57,0,2,0,5247.62,4262.12,104359.88,5.41
38,2,2,0,4244.61,1285.53,440911.52,6.27
20,1,2,0,500.0,311.26,18584.3,24.88
59,1,3,0,2199.72,1359.7,168375.26,20.11
54,0,1,0,4912.23,2535.24,35274.66,20.54
21,1,0,1,1328.47,1081.33,41096.06,16.62
31,1,0,0,4360.31,2019.68,136044.39,25.5
50,1,4,3,3778.18,2678.98,98961.12,27.1
32,0,2,0,1914.19,1216.65,21497.06,16.19
38,1,0,0,6071.07,2469.83,235916.43,18.89
39,0,0,0,5373.56,3643.46,111871.17,13.64
